"ef1";"personengruppe";"ef3";"ef4";"region";"ef9";"ef10";"ef15";"ef16u1";"ef16u2";"ef17";"ef18";"ef19";"ef20";"ef21";"ef22";"ef23";"ef24";"ef25";"ef26";"ef27";"ef28";"ef29";"ef38";"ef40";"ef41";"ef42";"ef43";"ef44";"ef45";"ef47";"ef50";"ef53";"b52"
1205;102;4;10;1;;1;71;0;3;3;39;173;0;1074;0;0;5;223;360;14140;880;"27";1806.87;1;21;"4";3;846;14140;880;51.43;0;1893.81
1205;101;5;10;1;3;2;71;1;2;1;39;173;0;4200;0;0;762;847;360;50400;0;"30";1806.87;18;48;"4";3;2591;50400;0;51.43;0;1893.81
1206;109;3;5;1;;2;62;8;1;5;10;46;0;443;0;0;0;0;360;4558;0;"7";10938.63;1;18;"9";2;443;4558;0;51.43;10.59;12377.93
1206;101;2;5;1;3;2;62;1;2;1;38;165;0;1686;0;0;125;341;180;11611;0;"17";10938.63;1;22;"5";3;1220;23222;0;25.71;0;12377.93
1206;101;1;5;1;3;2;62;8;2;1;35;152;0;1726;0;0;120;345;360;20633;120;"33";10938.63;3;45;"5";3;1261;20633;120;51.43;0;12377.93
1207;101;2;10;1;3;2;61;1;2;1;39;167;0;2519;0;0;307;511;270;22878;0;"25";4057.97;0;44;"3";3;1701;30504;0;38.57;0;4547.15
1207;102;1;10;1;;2;61;0;3;3;39;167;0;710;0;0;0;143;337;8433;0;"22";4057.97;1;20;"3";3;567;9009;0;48.14;0;4547.15
1208;101;1;4;1;4;1;33;8;2;1;0;12;0;222;0;0;0;45;360;3025;0;"2";3510.64;1;38;"7";3;177;3025;0;51.43;0;4032.71
1209;101;4;10;1;3;2;71;1;4;1;40;174;0;3345;0;0;489;647;360;40293;525;"25";4544.93;1;30;"3";4;2209;40293;525;51.43;0;5092.81
1209;101;2;10;1;1;1;71;1;4;2;40;174;0;7000;0;0;19;13;240;56000;;"25";4544.93;0;43;"1";4;68;84000;;34.29;0;5092.81
1209;101;3;10;1;2;2;71;8;6;1;30;130;0;4381;0;0;1262;877;360;57652;6150;"30";4544.93;1;41;"3";7;2242;57652;6150;51.43;0;5092.81
1209;101;5;10;1;3;2;43;1;4;2;40;174;0;3294;0;0;516;667;360;39123;0;"28";4544.93;1;32;"3";4;2111;39123;0;51.43;0;5092.81
1209;101;1;10;1;3;1;92;1;2;1;39;169;0;3653;0;0;542;698;270;35256;1083;"25";4544.93;1;32;"4";3;2413;47008;1444;38.57;0;5092.81
1210;101;4;6;1;2;1;61;1;2;1;39;167;0;4478;0;0;879;890;360;54347;2179;"30";5010.2;26;44;"3";3;2709;54347;2179;51.43;0;5343.88
1210;101;5;6;1;3;2;73;1;2;1;39;167;0;2900;0;0;416;610;240;23721;521;"30";5010.2;1;24;"4";3;1874;35582;782;34.29;0;5343.88
1210;101;3;6;1;2;1;61;1;2;1;39;167;0;3803;0;0;669;790;360;47320;2179;"30";5010.2;7;54;"3";6;2344;47320;2179;51.43;0;5343.88
1210;101;1;6;1;2;1;51;1;2;1;39;167;0;3624;0;0;627;735;360;45228;3579;"30";5010.2;23;57;"4";3;2262;45228;3579;51.43;0;5343.88
1210;101;2;6;1;4;2;51;1;3;1;39;167;0;2350;0;0;278;487;360;30162;1662;"30";5010.2;1;27;"4";3;1585;30162;1662;51.43;0;5343.88
1211;109;1;2;1;;2;62;8;7;5;0;43;0;450;0;0;0;0;360;5400;0;"6";1776.66;3;46;"5";3;450;5400;0;51.43;9.9;1947.57
1212;109;1;11;1;;1;26;8;5;5;0;22;0;255;0;40;0;9;300;2550;0;"3";1516.95;1;26;"7";6;246;3060;0;42.86;5.06;1871.88
1213;109;1;1;1;;2;11;8;3;5;0;40;0;420;0;0;0;0;140;1890;0;"3";1214.28;0;20;"9";3;420;4860;0;20;9.21;1400.73
1214;109;2;1;1;;2;54;8;2;5;0;16;0;176;0;0;0;0;300;2098;0;"3";2410.1;4;66;"9";3;176;2518;0;42.86;3.68;2544
1214;109;1;1;1;;1;11;8;2;5;0;37;0;444;0;0;0;0;300;3120;0;"5";2410.1;14;66;"9";6;444;3744;0;42.86;8.52;2544
1215;109;1;4;1;;2;71;8;2;5;0;50;0;450;0;0;0;0;209;5400;0;"4";3510.64;12;47;"4";3;450;9301;0;29.86;11.51;4032.71
1216;109;1;4;1;;1;22;8;7;5;0;30;0;450;0;0;0;0;360;5400;0;"4";3510.64;1;27;"9";1;450;5400;0;51.43;6.9;4032.71
1217;109;1;4;1;;2;72;8;2;5;0;28;0;450;0;0;0;0;360;5400;0;"4";4680.85;17;66;"4";3;450;5400;0;51.43;6.44;5376.95
1217;109;2;4;1;;1;22;8;7;5;0;30;0;450;0;0;0;0;360;5400;0;"4";4680.85;1;27;"9";3;450;5400;0;51.43;6.9;5376.95
1217;109;3;4;1;;1;22;8;2;5;0;28;0;450;0;0;0;0;360;5400;0;"4";4680.85;2;66;"7";3;450;5400;0;51.43;6.44;5376.95
1218;109;1;5;1;;1;52;8;7;5;0;39;0;450;0;0;0;0;360;4938;0;"5";3281.59;5;66;"8";3;450;4938;0;51.43;8.98;3713.38
1219;109;1;5;1;;2;62;8;7;5;0;30;0;300;0;0;0;0;360;4500;0;"5";3281.59;4;51;"5";2;300;4500;0;51.43;6.9;3713.38
1220;109;1;5;1;;2;62;8;2;5;0;45;0;457;0;3;0;0;360;5167;0;"8";9844.77;5;66;"5";3;457;5167;0;51.43;10.36;11140.14
1220;109;2;5;1;;2;62;8;5;5;0;34;0;414;0;7;0;15;360;5025;0;"6";9844.77;12;35;"5";6;399;5025;0;51.43;7.83;11140.14
1221;109;1;6;1;;1;71;8;2;5;0;40;0;556;0;106;0;0;360;7644;0;"6";1903.95;7;66;"9";4;556;7644;0;51.43;9.21;2284.81
1222;109;1;6;1;;1;52;8;2;5;0;43;0;443;0;130;0;0;360;5085;0;"6";2855.92;4;42;"8";3;443;5085;0;51.43;9.9;3427.22
1222;109;2;6;1;;1;52;8;2;5;0;43;0;443;0;130;0;0;360;5085;0;"6";2855.92;4;42;"8";3;443;5085;0;51.43;9.9;3427.22
1223;109;1;7;1;;2;63;8;7;5;0;45;0;450;0;0;0;0;360;5400;0;"6";2009.64;1;31;"5";3;450;5400;0;51.43;10.36;2403.19
1224;109;2;7;1;;2;63;8;3;5;0;23;0;207;0;0;0;0;360;1926;0;"3";2009.64;2;21;"5";3;207;1926;0;51.43;5.29;2403.19
1224;109;1;7;1;;1;12;8;2;5;0;50;0;450;0;0;0;0;360;9000;0;"7";2009.64;1;42;"6";3;450;9000;0;51.43;11.51;2403.19
1225;109;1;7;1;;2;63;8;7;5;0;8;0;72;0;0;0;0;360;745;0;"2";8038.56;4;23;"5";3;72;745;0;51.43;1.84;9612.76
1225;109;2;7;1;;2;63;8;7;5;0;11;0;104;0;0;0;0;360;2516;0;"2";8038.56;6;38;"5";3;104;2516;0;51.43;2.53;9612.76
1226;109;1;7;1;;2;63;8;3;5;0;30;0;270;0;0;0;0;80;2787;0;"1";8038.56;3;61;"5";4;270;12542;0;11.43;6.9;9612.76
1226;109;2;7;1;;2;54;8;7;5;0;16;0;160;0;0;0;0;360;1440;0;"3";8038.56;3;48;"9";3;160;1440;0;51.43;3.68;9612.76
1227;109;1;7;1;;1;71;8;2;5;0;41;0;370;0;0;0;0;360;4440;0;"6";6028.92;21;66;"4";3;370;4440;0;51.43;9.44;7209.57
1227;109;2;7;1;;2;63;8;7;5;0;17;0;156;0;0;0;0;52;1872;0;"1";6028.92;3;20;"5";1;156;12960;0;7.43;3.91;7209.57
1228;109;4;10;1;;1;34;8;7;5;0;43;0;416;0;0;0;0;360;4992;0;"6";2434.78;12;66;"3";6;416;4992;0;51.43;9.9;2728.29
1228;109;1;10;1;;2;71;8;7;5;0;21;0;450;0;0;0;16;30;5400;0;"1";2434.78;8;47;"3";6;434;64800;0;4.29;4.83;2728.29
1228;109;3;10;1;;2;54;8;6;5;0;34;0;450;0;0;0;0;30;5400;0;"1";2434.78;3;53;"9";8;450;64800;0;4.29;7.83;2728.29
1228;109;2;10;1;;2;71;8;7;5;0;39;0;440;0;0;0;0;360;4800;0;"5";2434.78;8;66;"9";7;440;4800;0;51.43;8.98;2728.29
1229;109;1;10;1;;2;54;8;2;5;0;46;0;490;0;0;0;0;360;5400;0;"6";3246.38;4;66;"9";3;490;5400;0;51.43;10.59;3637.72
1229;109;2;10;1;;2;54;8;2;5;0;46;0;490;0;0;0;0;360;5400;0;"6";3246.38;4;66;"9";3;490;5400;0;51.43;10.59;3637.72
1230;109;2;10;1;;2;92;8;4;5;0;30;0;450;0;0;0;0;150;1902;0;"2";1623.19;2;29;"4";4;450;4565;0;21.43;6.9;1818.86
1230;109;1;10;1;;2;71;8;5;5;0;30;0;450;0;0;0;0;360;4900;0;"4";1623.19;0;27;"3";6;450;4900;0;51.43;6.9;1818.86
1231;109;1;10;1;;1;71;8;6;5;0;17;0;450;0;0;0;0;360;5400;0;"4";3246.38;9;53;"3";7;450;5400;0;51.43;3.91;3637.72
1232;109;1;10;1;;2;51;8;2;5;0;45;0;450;0;0;0;0;360;5400;0;"8";3246.38;8;55;"9";3;450;5400;0;51.43;10.36;3637.72
1233;109;1;11;1;;2;54;8;7;5;0;41;0;422;0;0;0;15;360;4858;0;"6";1516.95;4;57;"9";1;407;4858;0;51.43;9.44;1871.88
1234;109;1;11;1;;2;51;8;7;5;0;2;0;18;0;0;0;0;30;70;0;"1";1516.95;0;55;"9";2;18;840;0;4.29;0.46;1871.88
1235;109;1;12;1;;2;71;8;7;5;0;40;0;400;0;0;0;0;360;4800;0;"6";1389.88;1;38;"4";2;400;4800;0;51.43;9.21;1568.4
1236;109;2;12;1;;2;54;8;3;5;0;26;0;331;0;0;0;0;360;4789;353;"4";2084.82;4;33;"9";3;331;4789;353;51.43;5.98;2352.6
1236;109;1;12;1;;2;71;8;2;5;0;17;0;260;0;0;0;9;360;3250;130;"3";2084.82;0;54;"4";3;251;3250;130;51.43;3.91;2352.6
1237;109;2;13;1;;2;81;8;4;5;0;43;0;433;0;0;0;15;240;3464;0;"4";10557.76;2;28;"3";4;418;5196;0;34.29;9.9;11428.13
1237;109;1;13;1;;2;81;8;4;5;0;43;0;433;0;0;0;15;240;3464;0;"4";10557.76;2;28;"3";4;418;5196;0;34.29;9.9;11428.13
1237;109;3;13;1;;1;81;8;3;5;0;20;0;289;0;30;0;0;150;1208;0;"2";10557.76;1;24;"5";3;289;2899;0;21.43;4.6;11428.13
1238;109;4;13;1;;2;83;8;6;5;0;11;0;288;0;0;0;0;360;3798;0;"2";13293.66;29;66;"2";7;288;3798;0;51.43;2.53;14353.2
1238;109;1;13;1;;1;34;8;2;5;0;30;0;320;0;0;0;0;300;3200;0;"5";13293.66;0;55;"5";3;320;3840;0;42.86;6.9;14353.2
1238;109;3;13;1;;2;83;8;4;5;0;35;0;366;0;0;0;0;360;5124;498;"5";13293.66;16;57;"5";4;366;5124;498;51.43;8.06;14353.2
1238;109;2;13;1;;2;83;8;4;5;0;27;0;338;0;0;0;12;360;7530;526;"4";13293.66;1;40;"5";4;326;7530;526;51.43;6.21;14353.2
1239;109;1;14;1;;2;54;8;7;5;0;16;0;224;0;0;0;0;360;2898;0;"3";1502.7;5;66;"9";3;224;2898;0;51.43;3.68;1724.56
1240;109;1;15;1;;2;29;8;7;5;0;51;0;450;0;0;0;0;360;5400;0;"7";3238.68;2;39;"9";1;450;5400;0;51.43;11.74;3686.52
1241;109;1;15;1;;2;54;8;1;5;0;11;0;142;0;0;0;11;360;1919;151;"2";3238.68;7;51;"9";2;131;1919;151;51.43;2.53;3686.52
1242;109;1;15;1;;2;82;8;7;5;0;20;0;220;0;0;0;0;315;2513;0;"3";4858.02;2;26;"5";3;220;2872;0;45;4.6;5529.78
1243;109;1;15;1;;2;54;8;2;5;0;50;0;442;0;0;0;0;360;5304;0;"7";4858.02;17;56;"8";3;442;5304;0;51.43;11.51;5529.78
1243;109;2;15;1;;1;54;8;2;5;0;25;0;450;0;0;0;0;360;5400;0;"4";4858.02;0;64;"3";6;450;5400;0;51.43;5.75;5529.78
1244;101;5;12;1;5;2;73;8;1;2;12;52;0;659;0;0;0;113;360;8534;626;"9";3481.74;39;54;"9";2;546;8534;626;51.43;0;3626.16
1244;109;2;12;1;;2;73;8;7;5;0;28;0;290;0;0;6;0;360;3479;0;"20";3481.74;1;60;"9";3;284;3479;0;51.43;6.44;3626.16
1244;121;1;12;1;;2;73;0;5;3;39;167;0;228;0;0;0;0;360;2878;148;"30";3481.74;5;26;"4";6;228;2878;148;51.43;0;3626.16
1244;109;3;12;1;;2;73;8;7;5;0;35;0;390;0;0;8;0;360;4685;0;"20";3481.74;1;49;"9";3;382;4685;0;51.43;8.06;3626.16
1244;101;4;12;1;5;2;73;8;1;2;7;30;0;399;0;0;0;14;360;5167;379;"5";3481.74;9;24;"9";2;385;5167;379;51.43;0;3626.16
1244;101;6;12;1;3;2;73;8;2;2;12;52;0;755;0;0;0;143;360;9777;717;"9";3481.74;18;37;"4";3;612;9777;717;51.43;0;3626.16
1244;102;7;12;1;;2;73;0;5;3;39;167;0;790;0;0;0;161;360;9994;514;"30";3481.74;5;37;"4";6;629;9994;514;51.43;0;3626.16
1245;101;2;12;1;5;2;73;8;1;1;20;87;0;937;0;0;0;191;360;12134;890;"15";3517.22;41;56;"9";2;746;12134;890;51.43;0;3663.5
1245;102;4;12;1;;2;73;0;1;3;39;169;0;978;0;0;0;199;360;12377;636;"30";3517.22;3;19;"4";2;779;12377;636;51.43;0;3663.5
1245;101;1;12;1;4;2;73;8;1;1;10;43;0;612;0;0;0;99;360;7925;581;"8";3517.22;38;53;"9";2;513;7925;581;51.43;0;3663.5
1245;101;3;12;1;3;2;73;8;2;1;10;43;0;970;0;0;0;198;360;12562;922;"8";3517.22;42;61;"3";3;772;12562;922;51.43;0;3663.5
1246;109;2;5;1;;2;62;8;2;5;5;21;0;190;0;0;0;7;360;3563;0;"4";8203.98;1;52;"9";3;183;3563;0;51.43;4.83;9283.45
1246;101;1;5;1;1;2;62;8;2;2;24;106;0;1240;0;0;28;262;360;16612;0;"16";8203.98;5;48;"1";3;950;16612;0;51.43;0;9283.45
1247;101;10;3;1;4;1;25;1;1;1;45;180;10;3045;141;0;454;643;360;37479;2163;"30";2208.48;3;58;"8";2;1948;37479;2163;51.43;0;2259.35
1247;102;5;3;1;;2;51;0;3;3;40;173;0;826;0;0;0;170;360;10816;519;"30";2208.48;2;25;"4";3;656;10816;519;51.43;0;2259.35
1247;101;2;3;1;4;1;52;1;1;1;45;180;12;3116;174;0;480;638;360;36801;1030;"30";2208.48;18;54;"8";2;1998;36801;1030;51.43;0;2259.35
1247;101;12;3;1;4;1;25;1;2;2;45;180;21;2547;242;0;93;532;360;29494;807;"26";2208.48;0;40;"8";3;1922;29494;807;51.43;0;2259.35
1247;101;14;3;1;5;1;51;1;2;2;45;180;36;2733;428;0;378;557;330;30476;739;"24";2208.48;0;32;"9";3;1798;33247;806;47.14;0;2259.35
1247;101;3;3;1;5;1;25;1;2;1;45;180;20;3278;302;34;229;677;360;41207;2207;"30";2208.48;3;57;"9";3;2372;41207;2207;51.43;0;2259.35
1247;101;4;3;1;5;1;51;1;2;1;45;180;0;2557;0;0;330;527;360;32652;928;"28";2208.48;3;55;"9";3;1700;32652;928;51.43;0;2259.35
1247;101;11;3;1;4;1;25;1;2;1;45;180;11;3070;166;0;461;649;360;40555;2777;"30";2208.48;3;56;"8";3;1960;40555;2777;51.43;0;2259.35
1247;102;6;3;1;;1;52;0;1;3;40;173;0;826;0;0;0;172;360;10816;519;"30";2208.48;2;23;"8";2;654;10816;519;51.43;0;2259.35
1247;101;13;3;1;4;1;52;1;4;2;45;180;7;2436;84;0;302;496;360;32078;1823;"26";2208.48;0;58;"8";4;1638;32078;1823;51.43;0;2259.35
1247;101;9;3;1;4;1;52;1;2;2;45;180;22;2687;267;0;121;547;195;17071;0;"13";2208.48;1;57;"8";3;2019;31516;0;27.86;0;2259.35
1247;101;1;3;1;4;1;52;1;2;1;45;180;16;4067;258;190;371;779;360;48007;1083;"30";2208.48;18;56;"8";3;2917;48007;1083;51.43;0;2259.35
1247;101;7;3;1;3;1;27;1;2;1;45;180;0;2428;0;0;71;507;360;31532;890;"26";2208.48;1;36;"4";3;1850;31532;890;51.43;0;2259.35
1247;101;8;3;1;5;1;51;1;2;2;45;180;0;2299;0;0;266;474;360;31523;807;"26";2208.48;0;28;"9";3;1559;31523;807;51.43;0;2259.35
1248;101;1;1;1;4;1;12;1;7;1;40;174;0;2150;0;0;0;454;360;25950;0;"24";4857.12;8;48;"9";3;1696;25950;0;51.43;0;5602.92
1248;101;2;1;1;3;1;12;1;7;1;40;174;0;1800;0;0;150;369;360;21800;0;"24";4857.12;4;29;"6";3;1281;21800;0;51.43;0;5602.92
1248;101;3;1;1;3;1;12;1;2;1;40;174;0;3000;0;0;187;608;360;36000;0;"24";4857.12;12;55;"6";3;2205;36000;0;51.43;0;5602.92
1249;101;9;2;1;1;2;27;1;7;1;37;161;0;2264;0;0;259;461;360;30654;3486;"30";3161.66;3;54;"7";6;1544;30654;3486;51.43;0;3266.32
1249;101;3;2;1;4;2;28;1;1;1;37;156;0;1929;0;0;0;393;360;25788;1897;"30";3161.66;27;62;"7";2;1536;25788;1897;51.43;0;3266.32
1249;101;13;2;1;3;2;54;1;7;1;37;156;0;2020;0;0;0;421;360;27520;2494;"30";3161.66;35;57;"9";1;1599;27520;2494;51.43;0;3266.32
1249;101;6;2;1;1;2;27;1;2;1;37;161;0;1969;0;0;0;401;360;25567;1888;"30";3161.66;18;51;"3";3;1568;25567;1888;51.43;0;3266.32
1249;101;14;2;1;1;1;27;1;2;1;37;161;0;2666;0;0;116;543;359;34893;2484;"30";3161.66;28;50;"7";3;2007;34990;2491;51.29;0;3266.32
1249;101;17;2;1;3;2;27;1;2;1;37;161;0;1969;0;0;0;401;360;27772;2744;"30";3161.66;37;56;"7";6;1568;27772;2744;51.43;0;3266.32
1249;101;7;2;1;1;2;71;8;4;1;30;130;0;2006;0;0;6;411;360;27865;1991;"30";3161.66;15;48;"3";4;1589;27865;1991;51.43;0;3266.32
1249;101;10;2;1;1;2;72;8;2;1;20;87;0;1143;0;0;154;226;360;17282;1525;"12";3161.66;2;57;"4";3;763;17282;1525;51.43;0;3266.32
1249;101;5;2;1;1;1;27;1;7;1;37;161;0;3329;0;0;536;675;360;42968;3008;"30";3161.66;21;45;"1";3;2118;42968;3008;51.43;0;3266.32
1249;101;11;2;1;4;1;28;1;4;2;37;156;0;1641;0;0;0;334;360;21870;1560;"30";3161.66;1;38;"7";4;1307;21870;1560;51.43;0;3266.32
1249;101;4;2;1;4;2;28;1;7;1;37;156;0;1903;0;0;0;387;360;25222;1873;"30";3161.66;27;47;"7";3;1516;25222;1873;51.43;0;3266.32
1249;101;2;2;1;4;2;28;1;2;1;37;156;0;1888;0;0;0;384;360;25138;1860;"30";3161.66;28;54;"3";6;1504;25138;1860;51.43;0;3266.32
1249;101;12;2;1;1;2;71;1;2;1;37;161;0;2630;0;0;0;536;360;33941;2429;"30";3161.66;37;55;"3";6;2094;33941;2429;51.43;0;3266.32
1249;101;1;2;1;5;1;51;1;7;1;37;161;0;1921;0;0;0;397;360;26261;1949;"30";3161.66;38;62;"9";7;1524;26261;1949;51.43;0;3266.32
1249;101;15;2;1;4;1;28;1;2;1;37;153;0;1610;0;0;104;340;360;22757;1602;"30";3161.66;2;27;"7";3;1166;22757;1602;51.43;0;3266.32
1249;101;16;2;1;4;1;28;8;7;2;30;130;0;1242;0;0;39;253;268;14174;889;"13";3161.66;0;39;"7";1;950;19040;1194;38.29;0;3266.32
1249;101;8;2;1;4;2;28;1;1;1;37;156;0;1994;0;0;0;406;360;26685;1955;"30";3161.66;12;53;"7";2;1588;26685;1955;51.43;0;3266.32
1250;101;13;2;1;1;2;92;8;6;1;32;139;0;6305;0;0;2094;1104;360;74697;11494;"24";1894.05;17;45;"2";7;3107;74697;11494;51.43;0;1942.7
1250;101;7;2;1;5;2;51;1;1;1;38;165;0;2919;0;206;329;534;312;31370;1500;"30";1894.05;20;41;"9";2;2056;36196;1731;44.57;0;1942.7
1250;101;1;2;1;4;2;27;8;1;1;35;152;0;2332;0;226;0;474;360;31287;0;"29";1894.05;17;41;"7";2;1858;31287;0;51.43;0;1942.7
1250;101;16;2;1;3;1;51;1;2;1;38;165;0;2711;0;52;354;539;360;35701;2366;"30";1894.05;17;38;"4";3;1818;35701;2366;51.43;0;1942.7
1250;101;24;2;1;2;1;21;1;2;1;40;174;0;3070;0;0;463;635;360;42061;1881;"30";1894.05;14;57;"8";3;1972;42061;1881;51.43;0;1942.7
1250;101;6;2;1;4;2;27;1;2;1;38;165;0;2622;0;82;315;523;360;33593;2426;"30";1894.05;17;49;"7";3;1784;33593;2426;51.43;0;1942.7
1250;101;19;2;1;2;1;51;1;4;1;38;165;0;4281;0;0;827;878;180;26092;297;"15";1894.05;15;35;"3";6;2576;52184;594;25.71;0;1942.7
1250;101;15;2;1;3;1;21;1;1;1;40;174;0;4163;0;722;209;658;360;52935;2840;"32";1894.05;17;42;"8";2;3296;52935;2840;51.43;0;1942.7
1250;101;4;2;1;2;1;21;1;1;1;40;174;0;4414;0;913;236;652;360;50032;2802;"32";1894.05;20;55;"8";2;3526;50032;2802;51.43;0;1942.7
1250;101;10;2;1;2;1;92;1;4;1;40;174;0;5011;0;0;664;987;360;68926;9973;"30";1894.05;4;37;"4";4;3360;68926;9973;51.43;0;1942.7
1250;101;2;2;1;4;2;27;8;2;1;36;157;0;2964;0;535;269;482;360;35818;2120;"30";1894.05;17;43;"7";3;2213;35818;2120;51.43;0;1942.7
1250;101;20;2;1;4;2;21;8;2;1;35;152;0;2615;0;28;329;530;360;34874;1612;"27";1894.05;15;43;"8";3;1756;34874;1612;51.43;0;1942.7
1250;101;23;2;1;3;2;61;8;4;1;20;87;0;1579;0;0;287;323;360;21613;1202;"15";1894.05;14;34;"3";4;969;21613;1202;51.43;0;1942.7
1250;101;8;2;1;2;1;71;1;6;1;38;165;0;3678;0;0;637;762;360;52366;8207;"30";1894.05;19;55;"3";7;2279;52366;8207;51.43;0;1942.7
1250;101;9;2;1;2;1;21;1;2;1;40;174;0;4118;0;831;463;631;360;49621;2673;"32";1894.05;19;46;"8";3;3024;49621;2673;51.43;0;1942.7
1250;101;21;2;1;4;2;21;8;1;1;30;131;0;1879;0;153;131;356;360;23675;1269;"23";1894.05;14;35;"8";2;1392;23675;1269;51.43;0;1942.7
1250;101;3;2;1;4;2;51;8;2;1;33;144;0;2095;0;0;211;436;360;27192;1973;"26";1894.05;20;40;"4";3;1448;27192;1973;51.43;0;1942.7
1250;101;11;2;1;5;1;51;1;2;1;38;165;0;3110;0;438;79;517;360;36560;2260;"30";1894.05;19;54;"9";3;2514;36560;2260;51.43;0;1942.7
1250;101;22;2;1;4;2;21;8;2;1;25;109;0;1501;0;0;253;306;360;19253;1044;"19";1894.05;14;34;"8";3;942;19253;1044;51.43;0;1942.7
1250;101;5;2;1;2;2;72;8;6;1;24;104;0;2790;0;0;702;582;360;38402;5083;"18";1894.05;3;39;"2";7;1506;38402;5083;51.43;0;1942.7
1250;101;12;2;1;3;2;61;8;3;1;30;130;0;2210;0;0;188;421;330;26976;2773;"22";1894.05;19;65;"4";3;1601;29428;3025;47.14;0;1942.7
1250;101;17;2;1;2;2;71;8;2;1;30;130;0;3466;0;0;275;723;360;47123;4508;"24";1894.05;16;41;"4";3;2468;47123;4508;51.43;0;1942.7
1250;101;18;2;1;2;1;51;1;2;1;40;174;0;4771;0;0;0;874;360;66326;0;"35";1894.05;15;59;"3";6;3897;66326;0;51.43;0;1942.7
1250;101;14;2;1;2;2;51;1;4;1;38;165;0;3378;0;0;553;691;360;44155;3022;"30";1894.05;17;53;"3";4;2134;44155;3022;51.43;0;1942.7
1251;101;2;14;1;4;2;63;8;4;1;17;76;0;792;0;0;0;161;360;11681;0;"15";1012.62;2;35;"5";6;631;11681;0;51.43;0;1069.38
1251;109;5;14;1;;2;84;8;4;5;0;8;0;120;0;0;0;0;360;780;0;"2";1012.62;1;27;"3";4;120;1440;0;51.43;1.84;1069.38
1251;101;3;14;1;3;1;84;1;4;1;40;174;0;2300;0;0;266;472;360;27600;0;"25";1012.62;1;29;"3";4;1562;27600;0;51.43;0;1069.38
1251;109;4;14;1;;2;84;8;4;5;0;46;0;450;0;0;0;0;360;3564;0;"10";1012.62;1;45;"3";4;450;5400;0;51.43;10.59;1069.38
1251;109;8;14;1;;2;84;8;7;5;0;20;0;175;0;0;0;0;360;830;0;"3";1012.62;0;25;"3";4;175;2100;0;51.43;4.6;1069.38
1251;109;6;14;1;;2;63;8;4;5;0;40;0;357;0;0;0;0;360;2860;0;"6";1012.62;1;30;"5";4;357;4284;0;51.43;9.21;1069.38
1251;109;7;14;1;;1;63;8;4;5;0;6;0;54;0;0;0;0;360;742;0;"2";1012.62;1;25;"5";4;54;742;0;51.43;1.38;1069.38
1251;101;1;14;1;3;1;84;1;1;1;40;176;0;2300;0;0;272;485;360;27600;0;"25";1012.62;2;28;"3";2;1543;27600;0;51.43;0;1069.38
1252;109;5;15;1;;1;83;8;7;5;6;25;0;450;0;0;0;0;360;5400;0;"6";2429.01;3;57;"2";7;450;5400;0;51.43;5.75;2764.89
1252;109;6;15;1;;2;29;8;7;5;10;43;0;450;0;0;0;0;360;4650;0;"9";2429.01;0;59;"9";3;450;4650;0;51.43;9.9;2764.89
1252;101;2;15;1;3;2;83;8;7;1;20;87;0;1250;0;0;155;272;360;16650;400;"24";2429.01;8;55;"3";4;823;16650;400;51.43;0;2764.89
1252;101;1;15;1;3;2;83;8;2;1;20;87;0;1250;0;0;155;270;360;16650;400;"24";2429.01;9;60;"3";4;825;16650;400;51.43;0;2764.89
1252;101;4;15;1;3;2;83;8;2;1;20;87;0;1500;0;0;255;322;197;9871;0;"10";2429.01;2;39;"3";4;923;18038;0;28.14;0;2764.89
1252;101;3;15;1;3;2;83;8;7;1;20;87;0;1250;0;0;155;274;360;16650;400;"24";2429.01;4;54;"3";4;821;16650;400;51.43;0;2764.89
1253;101;10;13;1;2;1;83;8;4;2;25;108;0;1845;0;0;160;381;360;24647;1318;"24";7570;1;26;"3";4;1304;24647;1318;51.43;0;8173.35
1253;101;1;13;1;5;2;29;1;1;1;40;172;0;1797;0;0;161;346;300;17922;0;"25";7570;1;54;"9";2;1290;21506;0;42.86;0;8173.35
1253;101;12;13;1;5;2;29;8;7;2;20;86;0;899;0;0;0;171;270;8088;0;"8";7570;0;34;"9";3;728;10784;0;38.57;0;8173.35
1253;101;6;13;1;3;2;83;8;4;1;22;96;0;1625;0;0;109;333;360;25615;2150;"12";7570;0;21;"3";4;1183;25615;2150;51.43;0;8173.35
1253;101;7;13;1;3;2;83;8;2;1;35;152;0;2908;0;0;401;602;360;37337;2612;"30";7570;14;52;"3";3;1905;37337;2612;51.43;0;8173.35
1253;105;5;13;1;5;2;83;1;7;2;40;172;0;1552;0;0;89;318;180;9212;0;"15";7570;1;23;"5";2;1145;18424;0;25.71;0;8173.35
1253;101;11;13;1;3;2;83;1;5;1;40;172;0;3324;0;0;902;689;360;42677;2986;"30";7570;3;43;"2";6;1733;42677;2986;51.43;0;8173.35
1253;101;3;13;1;5;2;29;1;7;2;40;172;0;1797;0;0;149;346;360;21517;0;"30";7570;1;53;"9";1;1302;21517;0;51.43;0;8173.35
1253;101;9;13;1;3;2;71;8;2;1;20;87;0;1275;0;0;164;261;357;16381;1211;"11";7570;2;38;"4";3;850;16519;1221;51;0;8173.35
1253;101;2;13;1;3;2;83;1;4;2;40;172;0;2412;0;0;318;500;130;15557;946;"30";7570;2;30;"3";4;1594;43081;2620;18.57;0;8173.35
