"ef1";"personengruppe";"ef3";"ef4";"region";"ef9";"ef10";"ef15";"ef16u1";"ef16u2";"ef17";"ef18";"ef19";"ef20";"ef21";"ef22";"ef23";"ef24";"ef25";"ef26";"ef27";"ef28";"ef29";"ef38";"ef40";"ef41";"ef42";"ef43";"ef44";"ef45";"ef47";"ef50";"ef53";"b52"
342;801;30;12;1;2;1;99;5;2;1;41;178;0;3811;0;0;851;345;360;45511;0;"30";314.59;23;43;"999";3;2615;45511;0;51.43;0;327.67
342;801;6;12;1;3;1;1;5;2;2;41;178;0;3142;0;0;594;345;360;37522;0;"30";314.59;12;32;"0";3;2203;37522;0;51.43;0;327.67
342;801;2;12;1;2;1;1;5;5;2;41;178;0;3026;0;0;564;345;360;36136;0;"30";314.59;3;25;"0";6;2117;36136;0;51.43;0;327.67
343;101;1;12;1;1;1;84;1;6;1;39;170;0;5306;0;0;1211;997;360;66325;2653;"30";4169.64;34;58;"2";7;3098;66325;2653;51.43;0;4705.2
344;101;1;12;1;3;1;71;8;2;1;39;169;0;3043;0;0;458;620;360;40530;3043;"29";1389.88;21;41;"4";3;1965;40530;3043;51.43;0;1568.4
344;101;2;12;1;3;1;71;1;2;1;39;169;0;3601;0;0;616;734;360;47962;3601;"30";1389.88;32;52;"4";3;2251;47962;3601;51.43;0;1568.4
345;109;6;10;1;;2;71;8;4;5;5;22;0;400;0;0;0;0;360;4800;0;"4";2828.16;12;59;"9";4;400;4800;0;51.43;5.06;2964.24
345;101;2;10;1;3;2;26;1;4;1;40;174;0;3183;0;0;501;643;360;38223;0;"30";2828.16;8;36;"3";6;2039;38223;0;51.43;0;2964.24
345;109;7;10;1;;1;27;8;2;5;5;22;0;450;0;0;0;0;360;5400;0;"4";2828.16;4;66;"2";3;450;5400;0;51.43;5.06;2964.24
345;101;3;10;1;3;1;26;1;4;1;40;174;0;3403;0;0;540;671;331;38345;0;"30";2828.16;4;33;"3";4;2192;41705;0;47.29;0;2964.24
345;101;4;10;1;2;1;26;1;4;1;40;174;0;4575;0;0;537;922;360;55257;0;"30";2828.16;19;43;"3";6;3116;55257;0;51.43;0;2964.24
345;101;5;10;1;3;1;71;1;4;1;40;174;0;2704;0;0;367;559;360;32668;0;"30";2828.16;1;23;"2";4;1778;32668;0;51.43;0;2964.24
345;101;1;10;1;3;2;27;1;2;1;40;174;0;3213;0;0;508;651;360;39207;0;"30";2828.16;18;55;"3";3;2054;39207;0;51.43;0;2964.24
346;101;8;4;1;4;1;32;1;2;1;40;174;6;2590;91;0;325;533;360;34923;2616;"21";4277.47;6;25;"7";3;1732;34923;2616;51.43;0;4453.01
346;102;1;4;1;;1;32;0;1;3;40;174;0;1135;0;0;12;235;184;7368;273;"30";4277.47;2;24;"9";2;888;14416;534;26.29;0;4453.01
346;101;11;4;1;2;1;32;1;2;1;40;174;0;4314;0;0;478;896;348;53477;3594;"31";4277.47;2;39;"3";3;2940;55321;3718;49.71;0;4453.01
346;101;5;4;1;4;1;32;1;2;1;40;174;0;2587;0;0;327;538;312;29799;2475;"16";4277.47;8;32;"7";3;1722;34383;2856;44.57;0;4453.01
346;101;10;4;1;1;1;32;1;2;1;40;174;0;4466;0;0;437;845;360;59040;4244;"24";4277.47;16;49;"1";3;3184;59040;4244;51.43;0;4453.01
346;101;4;4;1;1;1;52;1;1;1;40;174;0;4125;0;0;427;844;360;53077;3767;"30";4277.47;22;61;"8";3;2854;53077;3767;51.43;0;4453.01
346;101;3;4;1;2;1;52;1;1;1;40;174;0;3682;0;0;613;758;360;49644;3458;"30";4277.47;27;56;"8";3;2311;49644;3458;51.43;0;4453.01
346;101;9;4;1;3;1;32;1;2;1;40;174;27;3886;596;0;355;791;360;48917;3389;"30";4277.47;14;32;"8";3;2740;48917;3389;51.43;0;4453.01
346;101;6;4;1;4;1;32;1;2;2;40;174;0;2481;0;0;301;513;310;27279;1691;"25";4277.47;0;27;"7";3;1667;31679;1964;44.29;0;4453.01
346;102;7;4;1;;1;32;0;1;3;40;174;0;1410;0;0;55;284;191;9298;184;"30";4277.47;3;20;"7";2;1071;17525;347;27.29;0;4453.01
346;101;12;4;1;2;2;72;1;2;1;40;174;0;5133;0;0;1141;973;360;70018;5441;"30";4277.47;2;49;"4";3;3019;70018;5441;51.43;0;4453.01
346;102;2;4;1;;1;32;0;1;3;40;174;0;785;0;0;0;163;360;11932;592;"30";4277.47;1;21;"7";2;622;11932;592;51.43;0;4453.01
347;101;4;2;1;4;1;52;1;1;1;38;167;0;3741;0;0;634;777;360;46085;3784;"30";7106.64;28;49;"8";2;2330;46085;3784;51.43;0;7790.28
347;101;2;2;1;3;1;21;1;4;1;44;176;6;3791;134;0;366;784;360;46843;3883;"30";7106.64;25;63;"8";6;2641;46843;3883;51.43;0;7790.28
347;101;1;2;1;4;1;52;1;2;1;44;176;5;3231;95;0;509;670;360;42413;3805;"30";7106.64;2;48;"8";3;2052;42413;3805;51.43;0;7790.28
347;101;3;2;1;4;1;52;1;2;1;44;176;4;3388;85;0;264;687;360;44910;3461;"30";7106.64;10;53;"8";3;2437;44910;3461;51.43;0;7790.28
348;101;8;2;1;1;1;27;1;2;1;35;152;5;6081;249;0;975;1074;360;80221;8190;"30";9144.37;33;49;"3";3;4032;80221;8190;51.43;0;9379.22
348;101;5;2;1;1;1;43;1;4;1;35;152;15;7000;10;0;18;19;360;84000;;"30";9144.37;7;33;"3";4;63;84000;;51.43;0;9379.22
348;101;10;2;1;3;1;25;1;2;1;35;152;6;4419;210;0;487;891;360;58922;6645;"30";9144.37;29;52;"7";3;3041;58922;6645;51.43;0;9379.22
348;101;4;2;1;1;1;92;1;6;1;35;152;0;5047;0;0;1102;993;360;68592;7544;"30";9144.37;8;27;"2";7;2952;68592;7544;51.43;0;9379.22
348;101;6;2;1;1;1;27;1;2;1;35;152;12;6466;617;0;1109;1143;360;84000;;"30";9144.37;28;50;"3";6;4214;84000;;51.43;0;9379.22
348;101;9;2;1;3;1;51;1;2;1;35;152;0;3376;0;0;270;704;303;42013;6330;"30";9144.37;32;57;"4";3;2402;49916;7521;43.29;0;9379.22
348;101;1;2;1;2;1;26;1;6;1;35;152;0;5750;0;0;1503;894;360;78212;8099;"30";9144.37;12;40;"2";7;3353;78212;8099;51.43;0;9379.22
348;101;3;2;1;1;2;92;8;6;1;28;122;0;3913;0;0;702;826;360;54147;5449;"24";9144.37;10;42;"2";7;2385;54147;5449;51.43;0;9379.22
348;101;11;2;1;1;1;71;1;6;1;40;174;0;7000;0;0;23;13;360;84000;;"30";9144.37;30;55;"1";7;65;84000;;51.43;0;9379.22
348;101;7;2;1;2;2;71;8;2;1;20;87;0;2169;0;0;495;439;360;34910;3808;"17";9144.37;36;55;"4";3;1235;34910;3808;51.43;0;9379.22
348;102;13;2;1;;1;84;0;3;3;35;152;0;1103;0;0;8;225;360;28403;2742;"30";9144.37;3;21;"2";3;870;28403;2742;51.43;0;9379.22
348;101;2;2;1;1;1;72;1;6;1;35;152;0;6996;0;0;1305;1121;360;84000;;"30";9144.37;10;58;"2";7;4570;84000;;51.43;0;9379.22
348;101;12;2;1;1;1;43;1;7;1;40;174;0;7000;0;0;32;13;360;84000;;"30";9144.37;4;43;"1";7;55;84000;;51.43;0;9379.22
349;101;2;2;1;1;1;43;1;6;1;35;152;0;4993;0;0;1039;955;360;66209;5363;"30";5068.02;1;38;"1";7;2999;66209;5363;51.43;0;5198.19
349;101;6;2;1;3;2;71;1;3;1;35;152;0;3459;0;0;579;701;360;45524;4362;"30";5068.02;2;22;"4";3;2179;45524;4362;51.43;0;5198.19
349;101;5;2;1;2;1;25;1;2;1;35;152;0;4471;0;0;895;902;360;58900;5678;"30";5068.02;42;59;"7";3;2674;58900;5678;51.43;0;5198.19
349;101;4;2;1;1;1;27;1;4;1;35;152;0;6641;0;0;1213;994;360;84000;;"30";5068.02;9;50;"3";4;4434;84000;;51.43;0;5198.19
349;101;13;2;1;1;1;71;1;7;1;35;152;0;7000;0;0;28;15;270;63000;;"20";5068.02;2;60;"3";7;56;84000;;38.57;0;5198.19
349;101;12;2;1;1;1;25;1;2;1;35;152;0;7000;0;0;18;16;360;84000;;"30";5068.02;9;35;"3";6;66;84000;;51.43;0;5198.19
349;101;1;2;1;1;1;27;1;6;1;39;169;0;7000;0;0;25;10;360;84000;;"35";5068.02;5;61;"1";7;65;84000;;51.43;0;5198.19
349;101;11;2;1;3;1;24;1;2;1;35;152;0;3807;0;0;679;781;360;52725;4852;"30";5068.02;10;28;"7";3;2347;52725;4852;51.43;0;5198.19
349;101;15;2;1;1;1;71;1;6;1;39;169;0;7000;0;0;13;14;360;84000;;"30";5068.02;1;64;"1";7;74;84000;;51.43;0;5198.19
349;101;7;2;1;1;2;71;1;6;1;35;152;38;5961;1654;0;1388;1051;270;58810;5531;"20";5068.02;1;29;"3";7;3522;78413;7375;38.57;0;5198.19
349;101;9;2;1;1;1;26;1;6;1;35;152;0;6211;0;0;1072;955;360;82910;7853;"30";5068.02;13;40;"2";7;4184;82910;7853;51.43;0;5198.19
349;101;17;2;1;1;2;34;1;6;1;35;152;0;7000;0;0;29;15;360;84000;;"30";5068.02;15;51;"2";7;56;84000;;51.43;0;5198.19
349;101;8;2;1;1;1;26;1;6;1;35;152;0;7000;0;0;19;16;360;84000;;"30";5068.02;29;55;"2";7;65;84000;;51.43;0;5198.19
349;101;3;2;1;3;1;25;1;2;1;35;152;0;3729;0;0;652;772;360;49092;4701;"30";5068.02;8;26;"7";3;2305;49092;4701;51.43;0;5198.19
349;101;16;2;1;1;1;25;1;6;1;39;169;0;7000;0;0;21;13;360;84000;;"30";5068.02;14;50;"2";7;66;84000;;51.43;0;5198.19
349;101;14;2;1;2;2;71;8;4;1;25;109;0;3309;0;0;533;677;360;43576;4177;"21";5068.02;28;60;"3";4;2099;43576;4177;51.43;0;5198.19
349;101;10;2;1;3;1;25;1;2;1;35;152;0;2968;0;42;432;604;360;39076;3756;"30";5068.02;6;53;"8";3;1932;39076;3756;51.43;0;5198.19
350;101;14;2;1;3;1;24;1;2;2;40;174;0;2250;0;0;252;467;353;29493;2862;"27";3151.63;6;45;"7";3;1531;30078;2919;50.43;0;3246.87
350;101;12;2;1;3;1;26;1;2;1;40;174;0;4126;0;0;446;845;360;55753;5395;"27";3151.63;17;63;"7";3;2835;55753;5395;51.43;0;3246.87
350;101;10;2;1;3;2;24;8;1;1;26;114;0;1573;0;0;0;327;360;21280;2103;"27";3151.63;24;47;"7";3;1246;21280;2103;51.43;0;3246.87
350;101;2;2;1;3;2;61;8;4;1;35;152;0;3727;0;0;520;702;360;50834;4937;"27";3151.63;17;36;"3";4;2505;50834;4937;51.43;0;3246.87
350;101;16;2;1;3;2;24;1;2;2;40;174;0;2197;0;0;193;414;360;29539;2838;"27";3151.63;3;53;"7";3;1590;29539;2838;51.43;0;3246.87
350;101;6;2;1;3;1;25;1;4;1;40;174;0;4213;0;0;802;863;360;59858;8283;"27";3151.63;18;38;"3";6;2548;59858;8283;51.43;0;3246.87
350;102;8;2;1;;1;71;0;3;3;40;174;0;941;0;0;0;194;360;12874;1248;"27";3151.63;2;24;"4";3;747;12874;1248;51.43;0;3246.87
350;101;13;2;1;3;1;24;1;2;1;40;174;0;2362;0;0;233;443;360;31841;3023;"27";3151.63;13;57;"7";3;1686;31841;3023;51.43;0;3246.87
350;101;5;2;1;3;1;23;1;4;1;40;174;0;2735;0;0;351;534;360;36877;3633;"27";3151.63;7;28;"999";4;1850;36877;3633;51.43;0;3246.87
350;101;17;2;1;4;2;24;1;1;2;40;174;0;1728;0;0;0;19;360;23465;2735;"27";3151.63;1;40;"7";2;1709;23465;2735;51.43;0;3246.87
350;101;11;2;1;3;2;24;1;2;1;40;174;0;2175;0;0;211;452;150;12497;1578;"11";3151.63;24;66;"7";3;1512;29993;3787;21.43;0;3246.87
350;101;7;2;1;3;2;71;8;2;1;35;152;0;3560;0;0;576;702;360;47957;4677;"27";3151.63;3;56;"4";3;2282;47957;4677;51.43;0;3246.87
350;101;4;2;1;3;2;72;1;2;1;40;174;0;3484;0;0;451;670;360;48019;5679;"27";3151.63;11;51;"4";3;2363;48019;5679;51.43;0;3246.87
350;101;1;2;1;3;2;61;8;4;1;25;109;0;2203;0;0;418;390;360;29525;2758;"14";3151.63;23;52;"4";4;1395;29525;2758;51.43;0;3246.87
350;190;3;2;1;1;1;71;1;6;1;40;174;0;7000;0;0;33;6;360;84000;;"27";3151.63;14;47;"1";7;61;84000;;51.43;0;3246.87
350;101;9;2;1;4;1;51;1;3;1;40;174;0;4226;0;0;632;763;270;42698;4037;"27";3151.63;18;45;"4";3;2831;56931;5383;38.57;0;3246.87
350;101;15;2;1;3;1;24;1;1;2;40;174;0;2115;0;0;20;439;360;28418;2865;"27";3151.63;4;38;"7";3;1656;28418;2865;51.43;0;3246.87
351;101;7;2;1;2;2;23;1;6;1;38;163;0;5730;0;0;1386;1054;360;78710;6829;"30";4480.96;14;52;"2";7;3290;78710;6829;51.43;0;4629.3
351;101;5;2;1;2;1;51;1;2;1;38;163;0;5241;0;0;727;994;360;79360;15985;"30";4480.96;30;54;"4";3;3520;79360;15985;51.43;0;4629.3
351;101;1;2;1;3;2;41;1;2;1;38;163;0;3489;0;0;963;723;177;22313;1818;"15";4480.96;32;55;"8";3;1803;45382;3698;25.29;0;4629.3
351;101;6;2;1;3;2;41;1;4;1;38;163;0;4424;0;0;868;906;332;54935;5896;"30";4480.96;7;51;"3";4;2650;59568;6393;47.43;0;4629.3
351;101;11;2;1;2;2;81;1;2;2;39;169;25;5785;897;0;897;1053;270;62569;9920;"30";4480.96;1;58;"2";3;3835;83425;13227;38.57;0;4629.3
351;101;12;2;1;2;2;81;1;2;1;39;169;0;5883;0;0;1455;1041;360;84000;;"30";4480.96;6;33;"2";3;3387;84000;;51.43;0;4629.3
351;101;4;2;1;3;2;41;1;1;1;38;163;0;2866;0;0;407;603;360;38591;3887;"30";4480.96;26;50;"8";3;1856;38591;3887;51.43;0;4629.3
351;101;3;2;1;3;1;41;1;2;1;38;163;0;3489;0;0;296;725;360;47547;5301;"30";4480.96;1;60;"8";3;2468;47547;5301;51.43;0;4629.3
351;101;13;2;1;2;1;81;1;4;1;39;169;0;5890;0;0;1569;962;360;84000;;"30";4480.96;17;63;"2";4;3359;84000;;51.43;0;4629.3
351;102;9;2;1;;1;71;0;3;3;38;163;0;1029;0;0;0;211;360;14711;1714;"30";4480.96;2;21;"4";3;818;14711;1714;51.43;0;4629.3
351;101;2;2;1;3;2;41;1;2;1;38;163;0;3489;0;0;589;705;360;46793;4547;"30";4480.96;27;51;"8";3;2195;46793;4547;51.43;0;4629.3
351;101;10;2;1;2;2;81;1;2;2;39;169;0;5000;0;0;1084;986;360;82725;22226;"30";4480.96;1;55;"2";3;2930;82725;22226;51.43;0;4629.3
351;101;8;2;1;3;2;71;1;4;2;38;163;0;4361;0;0;853;895;360;57680;5411;"30";4480.96;8;27;"4";4;2613;57680;5411;51.43;0;4629.3
352;101;17;2;1;3;1;23;1;2;1;35;152;0;3607;0;389;233;678;360;48576;5311;"35";3107.35;15;38;"8";3;2696;48576;5311;51.43;0;3187.15
352;101;7;2;1;3;1;99;1;2;1;45;180;0;5538;0;1490;497;913;360;68398;6940;"30";3107.35;23;46;"3";3;4128;68398;6940;51.43;0;3187.15
352;101;5;2;1;3;1;99;1;2;1;45;180;0;5135;0;1104;463;875;360;68515;6808;"32";3107.35;27;63;"3";3;3797;68515;6808;51.43;0;3187.15
352;101;11;2;1;3;1;23;1;2;1;35;152;2;4110;58;821;271;715;360;53561;6198;"35";3107.35;19;44;"8";3;3124;53561;6198;51.43;0;3187.15
352;101;12;2;1;3;1;23;1;2;1;35;152;5;3821;140;639;254;686;360;49262;5393;"33";3107.35;18;40;"8";3;2881;49262;5393;51.43;0;3187.15
352;101;10;2;1;2;1;23;1;2;1;35;152;10;5308;330;1400;423;861;360;60981;6571;"35";3107.35;20;44;"999";3;4024;60981;6571;51.43;0;3187.15
352;101;2;2;1;2;1;23;1;2;1;35;152;6;4557;196;717;414;840;360;59456;6195;"36";3107.35;25;44;"8";3;3303;59456;6195;51.43;0;3187.15
352;101;4;2;1;2;1;23;1;2;1;35;152;7;4498;209;658;410;823;360;63446;6831;"36";3107.35;21;47;"8";3;3265;63446;6831;51.43;0;3187.15
352;101;8;2;1;3;1;23;1;2;1;35;152;10;4466;319;937;310;753;360;49921;5619;"36";3107.35;23;44;"999";3;3403;49921;5619;51.43;0;3187.15
352;101;14;2;1;3;2;71;8;2;1;32;139;0;3020;0;0;450;627;360;41119;4575;"28";3107.35;17;59;"4";3;1943;41119;4575;51.43;0;3187.15
352;101;18;2;1;3;1;23;1;2;1;35;152;7;3357;158;177;227;672;330;41132;5110;"32";3107.35;11;28;"8";3;2458;44871;5575;47.14;0;3187.15
352;101;1;2;1;2;1;41;1;6;1;40;174;0;7000;0;0;19;16;360;84000;;"35";3107.35;29;58;"2";7;65;84000;;51.43;0;3187.15
352;101;3;2;1;3;1;23;1;2;1;35;152;0;3739;0;423;267;677;360;50876;5392;"36";3107.35;22;46;"8";3;2795;50876;5392;51.43;0;3187.15
352;101;19;2;1;3;1;23;1;2;1;35;152;10;4201;261;1104;233;677;354;46078;5477;"34";3107.35;8;42;"8";3;3291;46859;5570;50.57;0;3187.15
352;101;6;2;1;2;1;23;1;2;1;35;152;6;4098;161;600;626;721;360;54038;5446;"35";3107.35;25;48;"8";3;2751;54038;5446;51.43;0;3187.15
352;101;13;2;1;4;1;23;1;2;1;35;152;5;3915;141;773;243;684;360;48901;5096;"35";3107.35;17;41;"8";3;2988;48901;5096;51.43;0;3187.15
352;101;16;2;1;3;1;23;1;2;1;35;152;5;4117;130;1010;235;679;360;49716;5641;"35";3107.35;15;37;"8";3;3203;49716;5641;51.43;0;3187.15
352;101;9;2;1;2;1;24;1;2;1;35;152;0;3467;0;0;291;720;360;46536;5292;"34";3107.35;42;57;"7";3;2456;46536;5292;51.43;0;3187.15
352;101;15;2;1;3;1;26;1;2;1;35;152;0;3420;0;387;469;651;360;45275;4913;"35";3107.35;16;34;"7";3;2300;45275;4913;51.43;0;3187.15
352;101;20;2;1;3;1;23;1;2;1;35;152;6;3664;135;473;236;680;297;37801;4229;"25";3107.35;8;32;"8";3;2748;45819;5126;42.43;0;3187.15
353;101;2;2;1;3;2;71;1;4;1;37;161;0;2329;0;0;273;492;360;29792;2984;"30";2852.56;3;25;"4";4;1564;29792;2984;51.43;0;2946.99
353;101;1;2;1;3;2;62;8;7;1;15;66;0;700;0;0;187;133;360;13656;0;"9";2852.56;4;61;"5";3;380;13656;0;51.43;0;2946.99
353;101;11;2;1;5;2;51;1;7;1;37;161;0;2337;0;0;260;473;360;30315;2991;"30";2852.56;16;55;"9";2;1604;30315;2991;51.43;0;2946.99
353;101;10;2;1;5;2;51;1;7;1;37;161;0;2337;0;0;278;474;360;31035;2991;"30";2852.56;3;51;"9";2;1585;31035;2991;51.43;0;2946.99
353;101;3;2;1;3;2;28;8;5;2;30;131;0;1200;0;0;144;252;270;22096;1696;"20";2852.56;0;27;"2";6;804;29461;2261;38.57;0;2946.99
353;101;7;2;1;3;2;71;1;2;1;37;161;0;1930;0;0;106;366;360;33777;3459;"30";2852.56;18;61;"4";4;1458;33777;3459;51.43;0;2946.99
353;101;8;2;1;3;2;62;8;2;1;21;90;0;1188;0;0;0;243;360;14474;434;"12";2852.56;2;61;"5";3;945;14474;434;51.43;0;2946.99
353;101;4;2;1;3;2;71;1;4;1;37;161;0;2654;0;0;357;562;360;35498;3410;"30";2852.56;9;28;"4";4;1735;35498;3410;51.43;0;2946.99
353;101;5;2;1;2;2;71;1;2;1;37;161;0;3640;0;0;609;742;360;47058;4098;"30";2852.56;33;52;"3";3;2289;47058;4098;51.43;0;2946.99
353;101;12;2;1;3;2;51;8;2;1;25;110;0;1825;0;0;110;382;360;24430;2342;"15";2852.56;23;51;"4";3;1333;24430;2342;51.43;0;2946.99
353;101;6;2;1;3;2;71;1;4;1;37;161;0;2654;0;0;337;545;360;34388;3260;"30";2852.56;6;30;"4";4;1772;34388;3260;51.43;0;2946.99
353;101;9;2;1;3;2;62;8;2;1;23;100;0;1320;0;0;180;276;360;16090;610;"13";2852.56;4;55;"5";3;864;16090;610;51.43;0;2946.99
354;101;3;2;1;2;1;29;1;2;1;37;160;0;4126;0;113;719;802;360;54032;4815;"30";4989.1;22;38;"7";3;2605;54032;4815;51.43;0;5154.26
354;102;13;2;1;;1;51;0;1;3;37;160;0;926;0;0;0;192;360;12129;637;"17";4989.1;1;19;"4";2;734;12129;637;51.43;0;5154.26
354;102;9;2;1;;1;29;0;1;3;37;160;0;991;0;5;0;203;360;16934;1975;"29";4989.1;2;23;"7";2;788;16934;1975;51.43;0;5154.26
354;101;8;2;1;3;1;29;1;6;1;37;160;0;3494;0;213;242;666;360;44657;3673;"31";4989.1;26;62;"7";7;2586;44657;3673;51.43;0;5154.26
354;101;2;2;1;2;2;41;1;2;1;37;160;0;4126;0;324;703;785;360;54877;4815;"30";4989.1;24;56;"3";3;2638;54877;4815;51.43;0;5154.26
354;101;11;2;1;3;1;29;1;4;1;37;160;0;3269;0;192;466;637;330;41573;3893;"29";4989.1;7;28;"7";4;2166;45352;4247;47.14;0;5154.26
354;101;5;2;1;3;1;29;1;2;1;37;160;0;3164;0;0;213;657;240;28875;3867;"20";4989.1;20;54;"7";3;2294;43313;5801;34.29;0;5154.26
354;101;1;2;1;1;2;71;1;6;1;40;173;0;4948;0;0;1004;975;360;84000;;"30";4989.1;5;30;"3";7;2969;84000;;51.43;0;5154.26
354;101;12;2;1;2;1;27;1;4;1;37;160;0;4101;0;5;418;830;360;84000;;"29";4989.1;6;32;"3";4;2853;84000;;51.43;0;5154.26
